id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1553854361725542401,37209193,1553854361725542401,2022-07-31T21:25:23.000Z,en,0,0,0,0,everyone,"Nine justices issued opinions on reproduction, religion, gun rights, environment, their defense correcting constitutional jurisprudence. What's next...""independent state legislature theory."" Democrats it's now or never! #VoteBlue2022  https://t.co/eMMr4hB5Kk"
1553559197249421314,1347304592380465152,1553559197249421314,2022-07-31T01:52:31.000Z,en,0,0,1,0,everyone,This fight is responsible for global warming and environmental collapse.
1553747332109217793,4303485095,1553747332109217793,2022-07-31T14:20:05.000Z,en,0,0,0,0,everyone,A snapshot of News Corp's loudest climate change denialists via @crikey_news https://t.co/lM2nHFKX09How did it become the norm to ridicule scientists and media outlets that report on climate change?
1553685857416224769,19021930,1553685857416224769,2022-07-31T10:15:49.000Z,en,0,0,0,0,everyone,Why Louvre's Mona Lisa keeps a smile: Paris' cooling system (from @AP) #CoolingParis #renewableenergy #climatechange  https://t.co/niPqBdT2Ko
1553688471910244352,2940244262,1553688471910244352,2022-07-31T10:26:12.000Z,en,0,2,2,0,everyone,"Today, while supporting the yes vote, I was called a fool by a guy who thinks scientists are faking climate change."
1553812954532962306,1549628425459142658,1553812954532962306,2022-07-31T18:40:51.000Z,en,0,0,0,0,everyone,"If you don’t believe in global warming/climate change, get fucked."
1553620507639123968,1347149622679015431,1553620507639123968,2022-07-31T05:56:08.000Z,en,0,0,0,0,everyone,Can These Marine Viruses Slow Climate Change?https://t.co/91rrXOl6rD #byjUs  #onlinelearning
1553734717110755329,968179063641686016,1553734717110755329,2022-07-31T13:29:58.000Z,en,1,0,2,0,everyone,"""...the combination of higher taxes and a rush of hundreds of billions of dollars in new federal spending lands on the wrong side of both parts of our don’t-call-it-a-recession stagflation...""#Bidenflationhttps://t.co/wt8efEwq8F"
1553822326948372480,1442408319608516614,1553822326948372480,2022-07-31T19:18:06.000Z,en,0,0,0,0,everyone,"Ay yo ma I would like nuclear fusion to become a practical power source. It would provide an inexhaustible supply of energy, without pollution or global warming. Being stupid should be a crime"
1553769044121382912,989922602742239233,1553769044121382912,2022-07-31T15:46:22.000Z,en,0,0,0,0,everyone,nearly 7K ppl following #Pelosi flying around in AF1 climate change...zoom calls are for plebs. https://t.co/gIjRaAPskp
1553845515120410624,34055841,1553845515120410624,2022-07-31T20:50:14.000Z,en,0,0,0,0,everyone,News: Climate change impacts fortunes of Black businesses across North Carolina https://t.co/XaXueTIIoN
1553797082670047233,1451119805239545856,1553797082670047233,2022-07-31T17:37:47.000Z,en,2,0,12,1,everyone,A pandemic that needed 3 yr media campaign costing millions for people to submit and comply 🤔A war in Ukraine with NO footage and billions of our money being sent to WEF Zelensky.who benefits?Climate change hoax? Know the NWO end game understand the paths to get there..
1553745053444620291,97046418,1553745053444620291,2022-07-31T14:11:02.000Z,en,0,0,2,0,everyone,"Love how theres a global covid pandemic and about to be a monkeypox pandemic and costs are out of control and greed/corruption run rampant and climate change will kill us all, and I just... have to keep working a job Im sick of"
1553864766422147074,952252573,1553864766422147074,2022-07-31T22:06:44.000Z,en,0,1,0,0,everyone,"Is anyone else getting almost exclusively recommended tweets with tags like ""entertainment"" or ""Volkswagen"" or ""chipotle"" which are actually about climate change and t-swift and Kylie Jenner for using private jets?"
1553672309709619200,1347784274901086209,1553672309709619200,2022-07-31T09:21:59.000Z,en,15,0,4,0,everyone,Current flooding in Pakistan is mainly due to climate change..#SavePeopleFromFlood https://t.co/i4Ti6XT0Mo
1553539618989113344,400523061,1553539618989113344,2022-07-31T00:34:43.000Z,en,0,0,1,0,everyone,"NASA admits climate change occurs because of changes in Earth's solar orbit, not because of SUVs and fossil fuels -- Earth Changes -- https://t.co/GqLguNUfV0.                        ☀️⚡️NASA SAYS : Climate CHANGE CAUSED BY THIS !!☀️⚡️ 🤔💭 https://t.co/HrjCFuZu6R"
1553678306125516800,1659823890,1553678306125516800,2022-07-31T09:45:48.000Z,en,0,0,1,0,everyone,"Invasive species already cost billions. As the climate warms, the damage is expected to get worse. https://t.co/GjSneCnI2T"
1553727985009696768,1282063895134437376,1553727985009696768,2022-07-31T13:03:13.000Z,en,1,0,1,0,everyone,"Together we can lower healthcare and energy cost, combat climate change, and make the tax code fairer. Tell Congress to Pass the Inflation Reduction Act. Take action with @edvotes. https://t.co/sVVkcXKdSw"
1553713316559818757,1544861611080441859,1553713316559818757,2022-07-31T12:04:55.000Z,en,0,0,0,0,everyone,"Fifteen Hurricanes That Changed the Carolinas: Powerful Storms, Climate Change, and What We Do Next [UFGEKCK]https://t.co/4xDMkSUBDS"
1553753564505378821,1231200990042390528,1553753564505378821,2022-07-31T14:44:51.000Z,en,0,1,0,0,everyone,(1/3) The era of complacency might be nearing its end. A German think tank recently ranked Pakistan No. 5 on its recent list of countries most vulnerable to climate change. Yale University’s environmental performance index is even more alarming: It lists Pakistan at 176 https://t.co/ptKGy58ykL
1553624870646386688,1553622885943676928,1553624870646386688,2022-07-31T06:13:28.000Z,en,0,0,0,0,everyone,Its girls like u that cause global warming!
1553797588150788096,1515651550194057217,1553797588150788096,2022-07-31T17:39:47.000Z,en,0,0,1,0,everyone,"""EAU"" - STP's own work. A piece inspired by the French for ""water"" and climate change, blurring the lines between asemic and non-asemic writing.#asemicwriting #experimentalwriting #vispo #visualpoetry https://t.co/VxdDRg2vjA"
1553635669318447104,1545552108535312385,1553635669318447104,2022-07-31T06:56:23.000Z,en,0,0,0,0,everyone,"False Alarm: How Climate Change Panic Costs Us Trillions, Hurts the Poor, and Fails to Fix the Planet [AFTM74V]https://t.co/ImPS0dxMQS"
1553878870016659456,20694423,1553878870016659456,2022-07-31T23:02:46.000Z,en,1,0,3,0,everyone,"Reading about the decline in insect populations and came across this beautiful vid of monarch 🦋 who are now an endangered - https://t.co/89IXU6gXF1. Climate change, pesticides, and capitalism are harmful to them and other insects. Without insects, humans wont survive long."
1553541916708438016,1262853335843049473,1553541916708438016,2022-07-31T00:43:51.000Z,en,0,2,1,0,everyone,We don't need saved from climate change
1553840969082372096,1450281783501549573,1553840969082372096,2022-07-31T20:32:10.000Z,en,1,0,6,0,everyone,"Gas Mask Challenge No.135Owned by @ka2uma_ono https://t.co/tMhOQht9BlI create gas mask artwork with the aim of sharing the issues of viruses, climate change, human rights, etc. with the world and not letting them fade away. https://t.co/h0Akb4zmI4"
1553800294412079104,20753215,1553800294412079104,2022-07-31T17:50:33.000Z,en,0,0,0,0,everyone,Revere Woman Fights #ClimateChange In Work At #Massachusetts Cannabis Dispensary https://t.co/UQNh7fMrDX
1553587505286369281,15221598,1553587505286369281,2022-07-31T03:45:00.000Z,en,6,1,6,0,everyone,"In Fiji, coral reefs are faced with an emerging threat. (World Economic Forum) #ClimateChange #Environment @wef https://t.co/IgQG3qLGka"
1553727802045829125,23101135,1553727802045829125,2022-07-31T13:02:29.000Z,en,0,0,0,0,everyone,".@thisweekrte #Obombing ruined #Libya with #Hillary &amp; #Obiden, also reintroducing #SLAVERY.Refugees should be sent to Obama's $10.5 million Compound in Martha's Vineyard (Beachfront, so no Climate Change worries THERE!)#twip #dncCORRUPTION #13hrsInBenghazi #twip #liveline"
1553790754891485187,1482772742596444160,1553790754891485187,2022-07-31T17:12:38.000Z,en,0,0,0,0,everyone,Climate change and the Supreme Court’s version of police abolitionism https://t.co/fOVXP9atzp
1553745290418610177,850035646471299073,1553745290418610177,2022-07-31T14:11:59.000Z,en,0,0,4,0,everyone,global warming (taylor’s version)
1553531637899489280,16086928,1553531637899489280,2022-07-31T00:03:00.000Z,en,4,3,14,0,everyone,"The House on Friday approved wide-ranging legislation aimed at helping communities in the West cope with increasingly severe wildfires and drought, fueled by climate change.https://t.co/lReAS2MWmz"
1553553414138630144,1501292216307699713,1553553414138630144,2022-07-31T01:29:32.000Z,en,0,0,0,0,everyone,climate change is happening all around
1553871811170942979,1525502622744068097,1553871811170942979,2022-07-31T22:34:43.000Z,en,1,0,1,0,everyone,Austin Texas had a record breaking July hottest in 125 years. Now deny Climate Change to me as we swelter and wait for another blackout from Abbott’s failure to fix the grid! #ClimateActionNow #TurnTexasBlue https://t.co/3MLPGpi8Lr
1553658908467638272,1501292216307699713,1553658908467638272,2022-07-31T08:28:44.000Z,en,0,0,0,0,everyone,help this is important climate change is real
